,record_id,item_topic,source_topic,age_segment,dt,visits
20465,1061062,Полезные советы,Финансы,18-25,2019-09-24 19:00:00,3
20466,1061063,Полезные советы,Финансы,26-30,2019-09-24 18:28:00,1
20467,1061064,Полезные советы,Финансы,26-30,2019-09-24 18:31:00,1
20468,1061065,Полезные советы,Финансы,26-30,2019-09-24 18:32:00,1
20469,1061066,Полезные советы,Финансы,26-30,2019-09-24 18:54:00,3
20470,1061067,Полезные советы,Финансы,26-30,2019-09-24 18:55:00,6
20471,1061068,Полезные советы,Финансы,26-30,2019-09-24 18:56:00,6
20472,1061069,Полезные советы,Финансы,26-30,2019-09-24 18:57:00,9
20473,1061070,Полезные советы,Финансы,26-30,2019-09-24 18:58:00,13
20474,1061071,Полезные советы,Финансы,26-30,2019-09-24 18:59:00,9
20475,1061072,Полезные советы,Финансы,31-35,2019-09-24 18:32:00,1
20476,1061073,Полезные советы,Финансы,31-35,2019-09-24 18:55:00,2
20477,1061074,Полезные советы,Финансы,31-35,2019-09-24 18:56:00,7
20478,1061075,Полезные советы,Финансы,31-35,2019-09-24 18:57:00,10
20479,1061076,Полезные советы,Финансы,31-35,2019-09-24 18:58:00,7
20480,1061077,Полезные советы,Финансы,31-35,2019-09-24 18:59:00,4
20481,1061078,Полезные советы,Финансы,36-40,2019-09-24 18:52:00,1
20482,1061079,Полезные советы,Финансы,36-40,2019-09-24 18:53:00,1
20483,1061080,Полезные советы,Финансы,36-40,2019-09-24 18:54:00,1
20484,1061081,Полезные советы,Финансы,36-40,2019-09-24 18:55:00,2
20485,1061082,Полезные советы,Финансы,36-40,2019-09-24 18:56:00,5
20486,1061083,Полезные советы,Финансы,36-40,2019-09-24 18:57:00,13
20487,1061084,Полезные советы,Финансы,36-40,2019-09-24 18:58:00,6
20488,1061085,Полезные советы,Финансы,36-40,2019-09-24 18:59:00,2
20489,1061086,Полезные советы,Финансы,36-40,2019-09-24 19:00:00,2
20490,1061087,Полезные советы,Финансы,41-45,2019-09-24 18:56:00,1
20491,1061088,Полезные советы,Финансы,41-45,2019-09-24 18:57:00,3
20492,1061089,Полезные советы,Финансы,41-45,2019-09-24 18:58:00,1
20493,1061090,Полезные советы,Финансы,41-45,2019-09-24 18:59:00,2
20494,1061091,Полезные советы,Финансы,41-45,2019-09-24 19:00:00,1
20495,1061092,Полезные советы,Финансы,45+,2019-09-24 18:53:00,1
20496,1061093,Полезные советы,Финансы,45+,2019-09-24 18:55:00,1
20497,1061094,Полезные советы,Финансы,45+,2019-09-24 18:56:00,3
20498,1061095,Полезные советы,Финансы,45+,2019-09-24 18:59:00,4
20499,1061096,Психология,Авто,18-25,2019-09-24 18:34:00,1
20500,1061097,Психология,Авто,18-25,2019-09-24 18:58:00,4
20501,1061098,Психология,Авто,18-25,2019-09-24 18:59:00,1
20502,1061099,Психология,Авто,26-30,2019-09-24 18:54:00,1
20503,1061100,Психология,Авто,26-30,2019-09-24 18:56:00,1
20504,1061101,Психология,Авто,26-30,2019-09-24 18:57:00,1
20505,1061102,Психология,Авто,26-30,2019-09-24 18:58:00,1
20506,1061103,Психология,Авто,26-30,2019-09-24 18:59:00,1
20507,1061104,Психология,Авто,26-30,2019-09-24 19:00:00,1
20508,1061105,Психология,Авто,31-35,2019-09-24 18:56:00,1
20509,1061106,Психология,Авто,31-35,2019-09-24 18:59:00,1
20510,1061107,Психология,Авто,31-35,2019-09-24 19:00:00,2
20511,1061108,Психология,Авто,36-40,2019-09-24 18:56:00,1
20512,1061109,Психология,Авто,36-40,2019-09-24 18:59:00,1
20513,1061110,Психология,Авто,41-45,2019-09-24 19:00:00,1
20514,1061111,Психология,Деньги,18-25,2019-09-24 18:31:00,2
20515,1061112,Психология,Деньги,18-25,2019-09-24 18:32:00,2
20516,1061113,Психология,Деньги,18-25,2019-09-24 18:53:00,1
20517,1061114,Психология,Деньги,18-25,2019-09-24 18:54:00,2
20518,1061115,Психология,Деньги,18-25,2019-09-24 18:55:00,5
20519,1061116,Психология,Деньги,18-25,2019-09-24 18:56:00,5
20520,1061117,Психология,Деньги,18-25,2019-09-24 18:57:00,10
20521,1061118,Психология,Деньги,18-25,2019-09-24 18:58:00,10
20522,1061119,Психология,Деньги,18-25,2019-09-24 18:59:00,3
20523,1061120,Психология,Деньги,18-25,2019-09-24 19:00:00,1
20524,1061121,Психология,Деньги,26-30,2019-09-24 18:54:00,1
20525,1061122,Психология,Деньги,26-30,2019-09-24 18:55:00,2
20526,1061123,Психология,Деньги,26-30,2019-09-24 18:56:00,2
20527,1061124,Психология,Деньги,26-30,2019-09-24 18:57:00,4
20528,1061125,Психология,Деньги,26-30,2019-09-24 18:58:00,4
20529,1061126,Психология,Деньги,26-30,2019-09-24 18:59:00,7
20530,1061127,Психология,Деньги,26-30,2019-09-24 19:00:00,1
20531,1061128,Психология,Деньги,31-35,2019-09-24 18:30:00,1
20532,1061129,Психология,Деньги,31-35,2019-09-24 18:54:00,1
20533,1061130,Психология,Деньги,31-35,2019-09-24 18:55:00,3
20534,1061131,Психология,Деньги,31-35,2019-09-24 18:56:00,2
20535,1061132,Психология,Деньги,31-35,2019-09-24 18:57:00,2
20536,1061133,Психология,Деньги,31-35,2019-09-24 18:59:00,1
20537,1061134,Психология,Деньги,36-40,2019-09-24 18:57:00,3
20538,1061135,Психология,Деньги,36-40,2019-09-24 18:58:00,2
20539,1061136,Психология,Деньги,36-40,2019-09-24 18:59:00,1
20540,1061137,Психология,Деньги,36-40,2019-09-24 19:00:00,2
20541,1061138,Психология,Деньги,41-45,2019-09-24 18:54:00,1
20542,1061139,Психология,Деньги,41-45,2019-09-24 18:55:00,1
20543,1061140,Психология,Деньги,41-45,2019-09-24 18:56:00,1
20544,1061141,Психология,Деньги,45+,2019-09-24 18:58:00,1
20545,1061142,Психология,Деньги,45+,2019-09-24 18:59:00,1
20546,1061143,Психология,Деньги,45+,2019-09-24 19:00:00,1
20547,1061144,Психология,Дети,18-25,2019-09-24 18:28:00,1
20548,1061145,Психология,Дети,18-25,2019-09-24 18:29:00,5
20549,1061146,Психология,Дети,18-25,2019-09-24 18:30:00,5
20550,1061147,Психология,Дети,18-25,2019-09-24 18:31:00,2
20551,1061148,Психология,Дети,18-25,2019-09-24 18:32:00,8
20552,1061149,Психология,Дети,18-25,2019-09-24 18:33:00,2
20553,1061150,Психология,Дети,18-25,2019-09-24 18:34:00,1
20554,1061151,Психология,Дети,18-25,2019-09-24 18:52:00,3
20555,1061152,Психология,Дети,18-25,2019-09-24 18:53:00,3
20556,1061153,Психология,Дети,18-25,2019-09-24 18:54:00,17
20557,1061154,Психология,Дети,18-25,2019-09-24 18:55:00,51
20558,1061155,Психология,Дети,18-25,2019-09-24 18:56:00,97
20559,1061156,Психология,Дети,18-25,2019-09-24 18:57:00,94
20560,1061157,Психология,Дети,18-25,2019-09-24 18:58:00,65
20561,1061158,Психология,Дети,18-25,2019-09-24 18:59:00,80
20562,1061159,Психология,Дети,18-25,2019-09-24 19:00:00,23
20563,1061160,Психология,Дети,26-30,2019-09-24 18:29:00,1
20564,1061161,Психология,Дети,26-30,2019-09-24 18:32:00,3
20565,1061162,Психология,Дети,26-30,2019-09-24 18:52:00,1
20566,1061163,Психология,Дети,26-30,2019-09-24 18:54:00,14
20567,1061164,Психология,Дети,26-30,2019-09-24 18:55:00,19
20568,1061165,Психология,Дети,26-30,2019-09-24 18:56:00,32
20569,1061166,Психология,Дети,26-30,2019-09-24 18:57:00,43
20570,1061167,Психология,Дети,26-30,2019-09-24 18:58:00,48
20571,1061168,Психология,Дети,26-30,2019-09-24 18:59:00,46
20572,1061169,Психология,Дети,26-30,2019-09-24 19:00:00,7
20573,1061170,Психология,Дети,31-35,2019-09-24 18:29:00,2
20574,1061171,Психология,Дети,31-35,2019-09-24 18:30:00,6
20575,1061172,Психология,Дети,31-35,2019-09-24 18:31:00,1
20576,1061173,Психология,Дети,31-35,2019-09-24 18:32:00,2
20577,1061174,Психология,Дети,31-35,2019-09-24 18:33:00,2
20578,1061175,Психология,Дети,31-35,2019-09-24 18:52:00,3
20579,1061176,Психология,Дети,31-35,2019-09-24 18:53:00,2
20580,1061177,Психология,Дети,31-35,2019-09-24 18:54:00,14
20581,1061178,Психология,Дети,31-35,2019-09-24 18:55:00,20
20582,1061179,Психология,Дети,31-35,2019-09-24 18:56:00,47
20583,1061180,Психология,Дети,31-35,2019-09-24 18:57:00,51
20584,1061181,Психология,Дети,31-35,2019-09-24 18:58:00,40
20585,1061182,Психология,Дети,31-35,2019-09-24 18:59:00,49
20586,1061183,Психология,Дети,31-35,2019-09-24 19:00:00,23
20587,1061184,Психология,Дети,36-40,2019-09-24 18:28:00,1
20588,1061185,Психология,Дети,36-40,2019-09-24 18:30:00,2
20589,1061186,Психология,Дети,36-40,2019-09-24 18:32:00,1
20590,1061187,Психология,Дети,36-40,2019-09-24 18:33:00,1
20591,1061188,Психология,Дети,36-40,2019-09-24 18:54:00,7
20592,1061189,Психология,Дети,36-40,2019-09-24 18:55:00,24
20593,1061190,Психология,Дети,36-40,2019-09-24 18:56:00,32
20594,1061191,Психология,Дети,36-40,2019-09-24 18:57:00,30
20595,1061192,Психология,Дети,36-40,2019-09-24 18:58:00,30
20596,1061193,Психология,Дети,36-40,2019-09-24 18:59:00,31
20597,1061194,Психология,Дети,36-40,2019-09-24 19:00:00,17
20598,1061195,Психология,Дети,41-45,2019-09-24 18:28:00,1
20599,1061196,Психология,Дети,41-45,2019-09-24 18:29:00,1
20600,1061197,Психология,Дети,41-45,2019-09-24 18:32:00,2
20601,1061198,Психология,Дети,41-45,2019-09-24 18:52:00,1
20602,1061199,Психология,Дети,41-45,2019-09-24 18:54:00,4
20603,1061200,Психология,Дети,41-45,2019-09-24 18:55:00,12
20604,1061201,Психология,Дети,41-45,2019-09-24 18:56:00,12
20605,1061202,Психология,Дети,41-45,2019-09-24 18:57:00,17
20606,1061203,Психология,Дети,41-45,2019-09-24 18:58:00,11
20607,1061204,Психология,Дети,41-45,2019-09-24 18:59:00,10
20608,1061205,Психология,Дети,41-45,2019-09-24 19:00:00,7
20609,1061206,Психология,Дети,45+,2019-09-24 18:52:00,1
20610,1061207,Психология,Дети,45+,2019-09-24 18:53:00,1
20611,1061208,Психология,Дети,45+,2019-09-24 18:55:00,6
20612,1061209,Психология,Дети,45+,2019-09-24 18:56:00,10
20613,1061210,Психология,Дети,45+,2019-09-24 18:57:00,9
20614,1061211,Психология,Дети,45+,2019-09-24 18:58:00,12
20615,1061212,Психология,Дети,45+,2019-09-24 18:59:00,4
20616,1061213,Психология,Дети,45+,2019-09-24 19:00:00,3
20617,1061214,Психология,Еда,18-25,2019-09-24 18:30:00,2
20618,1061215,Психология,Еда,18-25,2019-09-24 18:54:00,4
20619,1061216,Психология,Еда,18-25,2019-09-24 18:55:00,3
20620,1061217,Психология,Еда,18-25,2019-09-24 18:56:00,2
20621,1061218,Психология,Еда,18-25,2019-09-24 18:57:00,7
20622,1061219,Психология,Еда,18-25,2019-09-24 18:58:00,13
20623,1061220,Психология,Еда,18-25,2019-09-24 18:59:00,6
20624,1061221,Психология,Еда,18-25,2019-09-24 19:00:00,1
20625,1061222,Психология,Еда,26-30,2019-09-24 18:30:00,1
20626,1061223,Психология,Еда,26-30,2019-09-24 18:56:00,1
20627,1061224,Психология,Еда,26-30,2019-09-24 18:58:00,1
20628,1061225,Психология,Еда,26-30,2019-09-24 18:59:00,2
20629,1061226,Психология,Еда,31-35,2019-09-24 18:54:00,2
20630,1061227,Психология,Еда,31-35,2019-09-24 18:55:00,2
20631,1061228,Психология,Еда,31-35,2019-09-24 18:56:00,1
20632,1061229,Психология,Еда,31-35,2019-09-24 18:57:00,1
20633,1061230,Психология,Еда,31-35,2019-09-24 18:58:00,1
20634,1061231,Психология,Еда,31-35,2019-09-24 19:00:00,1
20635,1061232,Психология,Еда,36-40,2019-09-24 18:29:00,1
20636,1061233,Психология,Еда,36-40,2019-09-24 18:56:00,2
20637,1061234,Психология,Еда,36-40,2019-09-24 18:57:00,2
20638,1061235,Психология,Еда,36-40,2019-09-24 18:59:00,2
20639,1061236,Психология,Еда,41-45,2019-09-24 19:00:00,1
20640,1061237,Психология,Еда,45+,2019-09-24 18:54:00,1
20641,1061238,Психология,Еда,45+,2019-09-24 18:55:00,1
20642,1061239,Психология,Еда,45+,2019-09-24 18:57:00,1
20643,1061240,Психология,Здоровье,18-25,2019-09-24 18:28:00,1
20644,1061241,Психология,Здоровье,18-25,2019-09-24 18:29:00,1
20645,1061242,Психология,Здоровье,18-25,2019-09-24 18:30:00,3
20646,1061243,Психология,Здоровье,18-25,2019-09-24 18:31:00,2
20647,1061244,Психология,Здоровье,18-25,2019-09-24 18:32:00,3
20648,1061245,Психология,Здоровье,18-25,2019-09-24 18:33:00,1
20649,1061246,Психология,Здоровье,18-25,2019-09-24 18:52:00,2
20650,1061247,Психология,Здоровье,18-25,2019-09-24 18:53:00,2
20651,1061248,Психология,Здоровье,18-25,2019-09-24 18:54:00,10
20652,1061249,Психология,Здоровье,18-25,2019-09-24 18:55:00,30
20653,1061250,Психология,Здоровье,18-25,2019-09-24 18:56:00,48
20654,1061251,Психология,Здоровье,18-25,2019-09-24 18:57:00,54
20655,1061252,Психология,Здоровье,18-25,2019-09-24 18:58:00,44
20656,1061253,Психология,Здоровье,18-25,2019-09-24 18:59:00,45
20657,1061254,Психология,Здоровье,18-25,2019-09-24 19:00:00,12
20658,1061255,Психология,Здоровье,26-30,2019-09-24 18:31:00,2
20659,1061256,Психология,Здоровье,26-30,2019-09-24 18:32:00,2
20660,1061257,Психология,Здоровье,26-30,2019-09-24 18:33:00,1
20661,1061258,Психология,Здоровье,26-30,2019-09-24 18:34:00,1
20662,1061259,Психология,Здоровье,26-30,2019-09-24 18:54:00,6
20663,1061260,Психология,Здоровье,26-30,2019-09-24 18:55:00,20
20664,1061261,Психология,Здоровье,26-30,2019-09-24 18:56:00,19
20665,1061262,Психология,Здоровье,26-30,2019-09-24 18:57:00,19
20666,1061263,Психология,Здоровье,26-30,2019-09-24 18:58:00,16
20667,1061264,Психология,Здоровье,26-30,2019-09-24 18:59:00,17
20668,1061265,Психология,Здоровье,26-30,2019-09-24 19:00:00,7
20669,1061266,Психология,Здоровье,31-35,2019-09-24 18:31:00,1
20670,1061267,Психология,Здоровье,31-35,2019-09-24 18:32:00,1
20671,1061268,Психология,Здоровье,31-35,2019-09-24 18:33:00,1
20672,1061269,Психология,Здоровье,31-35,2019-09-24 18:54:00,2
20673,1061270,Психология,Здоровье,31-35,2019-09-24 18:55:00,8
20674,1061271,Психология,Здоровье,31-35,2019-09-24 18:56:00,13
20675,1061272,Психология,Здоровье,31-35,2019-09-24 18:57:00,26
20676,1061273,Психология,Здоровье,31-35,2019-09-24 18:58:00,24
20677,1061274,Психология,Здоровье,31-35,2019-09-24 18:59:00,16
20678,1061275,Психология,Здоровье,31-35,2019-09-24 19:00:00,9
20679,1061276,Психология,Здоровье,36-40,2019-09-24 18:30:00,1
20680,1061277,Психология,Здоровье,36-40,2019-09-24 18:32:00,1
20681,1061278,Психология,Здоровье,36-40,2019-09-24 18:33:00,1
20682,1061279,Психология,Здоровье,36-40,2019-09-24 18:54:00,6
20683,1061280,Психология,Здоровье,36-40,2019-09-24 18:55:00,7
20684,1061281,Психология,Здоровье,36-40,2019-09-24 18:56:00,12
20685,1061282,Психология,Здоровье,36-40,2019-09-24 18:57:00,19
20686,1061283,Психология,Здоровье,36-40,2019-09-24 18:58:00,10
20687,1061284,Психология,Здоровье,36-40,2019-09-24 18:59:00,7
20688,1061285,Психология,Здоровье,36-40,2019-09-24 19:00:00,5
20689,1061286,Психология,Здоровье,41-45,2019-09-24 18:55:00,1
20690,1061287,Психология,Здоровье,41-45,2019-09-24 18:56:00,6
20691,1061288,Психология,Здоровье,41-45,2019-09-24 18:57:00,8
20692,1061289,Психология,Здоровье,41-45,2019-09-24 18:58:00,7
20693,1061290,Психология,Здоровье,41-45,2019-09-24 18:59:00,2
20694,1061291,Психология,Здоровье,41-45,2019-09-24 19:00:00,2
20695,1061292,Психология,Здоровье,45+,2019-09-24 18:55:00,4
20696,1061293,Психология,Здоровье,45+,2019-09-24 18:56:00,2
20697,1061294,Психология,Здоровье,45+,2019-09-24 18:57:00,3
20698,1061295,Психология,Здоровье,45+,2019-09-24 18:58:00,4
20699,1061296,Психология,Здоровье,45+,2019-09-24 18:59:00,4
20700,1061297,Психология,Здоровье,45+,2019-09-24 19:00:00,2
20701,1061298,Психология,Знаменитости,18-25,2019-09-24 18:28:00,1
20702,1061299,Психология,Знаменитости,18-25,2019-09-24 18:30:00,1
20703,1061300,Психология,Знаменитости,18-25,2019-09-24 18:31:00,1
20704,1061301,Психология,Знаменитости,18-25,2019-09-24 18:32:00,3
20705,1061302,Психология,Знаменитости,18-25,2019-09-24 18:33:00,3
20706,1061303,Психология,Знаменитости,18-25,2019-09-24 18:52:00,1
20707,1061304,Психология,Знаменитости,18-25,2019-09-24 18:53:00,2
20708,1061305,Психология,Знаменитости,18-25,2019-09-24 18:54:00,10
20709,1061306,Психология,Знаменитости,18-25,2019-09-24 18:55:00,12
20710,1061307,Психология,Знаменитости,18-25,2019-09-24 18:56:00,36
20711,1061308,Психология,Знаменитости,18-25,2019-09-24 18:57:00,39
20712,1061309,Психология,Знаменитости,18-25,2019-09-24 18:58:00,38
20713,1061310,Психология,Знаменитости,18-25,2019-09-24 18:59:00,51
20714,1061311,Психология,Знаменитости,18-25,2019-09-24 19:00:00,16
20715,1061312,Психология,Знаменитости,26-30,2019-09-24 18:30:00,3
20716,1061313,Психология,Знаменитости,26-30,2019-09-24 18:31:00,1
20717,1061314,Психология,Знаменитости,26-30,2019-09-24 18:32:00,1
20718,1061315,Психология,Знаменитости,26-30,2019-09-24 18:54:00,7
20719,1061316,Психология,Знаменитости,26-30,2019-09-24 18:55:00,8
20720,1061317,Психология,Знаменитости,26-30,2019-09-24 18:56:00,14
20721,1061318,Психология,Знаменитости,26-30,2019-09-24 18:57:00,18
20722,1061319,Психология,Знаменитости,26-30,2019-09-24 18:58:00,21
20723,1061320,Психология,Знаменитости,26-30,2019-09-24 18:59:00,12
20724,1061321,Психология,Знаменитости,26-30,2019-09-24 19:00:00,2
20725,1061322,Психология,Знаменитости,31-35,2019-09-24 18:29:00,1
20726,1061323,Психология,Знаменитости,31-35,2019-09-24 18:30:00,1
20727,1061324,Психология,Знаменитости,31-35,2019-09-24 18:31:00,1
20728,1061325,Психология,Знаменитости,31-35,2019-09-24 18:32:00,1
20729,1061326,Психология,Знаменитости,31-35,2019-09-24 18:33:00,1
20730,1061327,Психология,Знаменитости,31-35,2019-09-24 18:34:00,1
20731,1061328,Психология,Знаменитости,31-35,2019-09-24 18:53:00,3
20732,1061329,Психология,Знаменитости,31-35,2019-09-24 18:54:00,5
20733,1061330,Психология,Знаменитости,31-35,2019-09-24 18:55:00,12
20734,1061331,Психология,Знаменитости,31-35,2019-09-24 18:56:00,19
20735,1061332,Психология,Знаменитости,31-35,2019-09-24 18:57:00,33
20736,1061333,Психология,Знаменитости,31-35,2019-09-24 18:58:00,24
20737,1061334,Психология,Знаменитости,31-35,2019-09-24 18:59:00,27
20738,1061335,Психология,Знаменитости,31-35,2019-09-24 19:00:00,5
20739,1061336,Психология,Знаменитости,36-40,2019-09-24 18:32:00,1
20740,1061337,Психология,Знаменитости,36-40,2019-09-24 18:35:00,1
20741,1061338,Психология,Знаменитости,36-40,2019-09-24 18:53:00,1
20742,1061339,Психология,Знаменитости,36-40,2019-09-24 18:54:00,5
20743,1061340,Психология,Знаменитости,36-40,2019-09-24 18:55:00,15
20744,1061341,Психология,Знаменитости,36-40,2019-09-24 18:56:00,19
20745,1061342,Психология,Знаменитости,36-40,2019-09-24 18:57:00,14
20746,1061343,Психология,Знаменитости,36-40,2019-09-24 18:58:00,14
20747,1061344,Психология,Знаменитости,36-40,2019-09-24 18:59:00,11
20748,1061345,Психология,Знаменитости,36-40,2019-09-24 19:00:00,7
20749,1061346,Психология,Знаменитости,41-45,2019-09-24 18:54:00,1
20750,1061347,Психология,Знаменитости,41-45,2019-09-24 18:55:00,4
20751,1061348,Психология,Знаменитости,41-45,2019-09-24 18:56:00,9
20752,1061349,Психология,Знаменитости,41-45,2019-09-24 18:57:00,7
20753,1061350,Психология,Знаменитости,41-45,2019-09-24 18:58:00,5
20754,1061351,Психология,Знаменитости,41-45,2019-09-24 18:59:00,7
20755,1061352,Психология,Знаменитости,41-45,2019-09-24 19:00:00,2
20756,1061353,Психология,Знаменитости,45+,2019-09-24 18:29:00,1
20757,1061354,Психология,Знаменитости,45+,2019-09-24 18:55:00,3
20758,1061355,Психология,Знаменитости,45+,2019-09-24 18:56:00,5
20759,1061356,Психология,Знаменитости,45+,2019-09-24 18:57:00,4
20760,1061357,Психология,Знаменитости,45+,2019-09-24 18:58:00,5
20761,1061358,Психология,Знаменитости,45+,2019-09-24 18:59:00,6
20762,1061359,Психология,Интерьеры,18-25,2019-09-24 18:29:00,1
20763,1061360,Психология,Интерьеры,18-25,2019-09-24 18:54:00,1
20764,1061361,Психология,Интерьеры,18-25,2019-09-24 18:55:00,4
20765,1061362,Психология,Интерьеры,18-25,2019-09-24 18:56:00,9
20766,1061363,Психология,Интерьеры,18-25,2019-09-24 18:57:00,3
20767,1061364,Психология,Интерьеры,18-25,2019-09-24 18:58:00,4
20768,1061365,Психология,Интерьеры,18-25,2019-09-24 18:59:00,2
20769,1061366,Психология,Интерьеры,26-30,2019-09-24 18:55:00,2
20770,1061367,Психология,Интерьеры,26-30,2019-09-24 18:57:00,2
20771,1061368,Психология,Интерьеры,26-30,2019-09-24 18:58:00,1
20772,1061369,Психология,Интерьеры,26-30,2019-09-24 18:59:00,2
20773,1061370,Психология,Интерьеры,26-30,2019-09-24 19:00:00,1
20774,1061371,Психология,Интерьеры,31-35,2019-09-24 18:32:00,1
20775,1061372,Психология,Интерьеры,31-35,2019-09-24 18:54:00,1
20776,1061373,Психология,Интерьеры,31-35,2019-09-24 18:56:00,1
20777,1061374,Психология,Интерьеры,31-35,2019-09-24 18:57:00,1
20778,1061375,Психология,Интерьеры,31-35,2019-09-24 18:58:00,1
20779,1061376,Психология,Интерьеры,31-35,2019-09-24 19:00:00,1
20780,1061377,Психология,Интерьеры,36-40,2019-09-24 18:56:00,1
20781,1061378,Психология,Интерьеры,36-40,2019-09-24 18:57:00,1
20782,1061379,Психология,Интерьеры,36-40,2019-09-24 18:58:00,3
20783,1061380,Психология,Интерьеры,36-40,2019-09-24 18:59:00,2
20784,1061381,Психология,Интерьеры,41-45,2019-09-24 18:54:00,1
20785,1061382,Психология,Искусство,18-25,2019-09-24 18:28:00,2
20786,1061383,Психология,Искусство,18-25,2019-09-24 18:31:00,2
20787,1061384,Психология,Искусство,18-25,2019-09-24 18:32:00,1
20788,1061385,Психология,Искусство,18-25,2019-09-24 18:34:00,1
20789,1061386,Психология,Искусство,18-25,2019-09-24 18:54:00,6
20790,1061387,Психология,Искусство,18-25,2019-09-24 18:55:00,12
20791,1061388,Психология,Искусство,18-25,2019-09-24 18:56:00,26
20792,1061389,Психология,Искусство,18-25,2019-09-24 18:57:00,35
20793,1061390,Психология,Искусство,18-25,2019-09-24 18:58:00,22
20794,1061391,Психология,Искусство,18-25,2019-09-24 18:59:00,21
20795,1061392,Психология,Искусство,18-25,2019-09-24 19:00:00,11
20796,1061393,Психология,Искусство,26-30,2019-09-24 18:28:00,1
20797,1061394,Психология,Искусство,26-30,2019-09-24 18:30:00,1
20798,1061395,Психология,Искусство,26-30,2019-09-24 18:31:00,1
20799,1061396,Психология,Искусство,26-30,2019-09-24 18:54:00,2
20800,1061397,Психология,Искусство,26-30,2019-09-24 18:55:00,6
20801,1061398,Психология,Искусство,26-30,2019-09-24 18:56:00,8
20802,1061399,Психология,Искусство,26-30,2019-09-24 18:57:00,18
20803,1061400,Психология,Искусство,26-30,2019-09-24 18:58:00,13
20804,1061401,Психология,Искусство,26-30,2019-09-24 18:59:00,7
20805,1061402,Психология,Искусство,26-30,2019-09-24 19:00:00,3
20806,1061403,Психология,Искусство,31-35,2019-09-24 18:54:00,1
20807,1061404,Психология,Искусство,31-35,2019-09-24 18:55:00,1
20808,1061405,Психология,Искусство,31-35,2019-09-24 18:56:00,9
20809,1061406,Психология,Искусство,31-35,2019-09-24 18:57:00,13
20810,1061407,Психология,Искусство,31-35,2019-09-24 18:58:00,8
20811,1061408,Психология,Искусство,31-35,2019-09-24 18:59:00,7
20812,1061409,Психология,Искусство,36-40,2019-09-24 18:30:00,1
20813,1061410,Психология,Искусство,36-40,2019-09-24 18:31:00,1
20814,1061411,Психология,Искусство,36-40,2019-09-24 18:53:00,1
20815,1061412,Психология,Искусство,36-40,2019-09-24 18:55:00,2
20816,1061413,Психология,Искусство,36-40,2019-09-24 18:56:00,4
20817,1061414,Психология,Искусство,36-40,2019-09-24 18:57:00,8
20818,1061415,Психология,Искусство,36-40,2019-09-24 18:58:00,15
20819,1061416,Психология,Искусство,36-40,2019-09-24 18:59:00,6
20820,1061417,Психология,Искусство,36-40,2019-09-24 19:00:00,2
20821,1061418,Психология,Искусство,41-45,2019-09-24 18:55:00,3
20822,1061419,Психология,Искусство,41-45,2019-09-24 18:56:00,4
20823,1061420,Психология,Искусство,41-45,2019-09-24 18:57:00,4
20824,1061421,Психология,Искусство,41-45,2019-09-24 18:58:00,1
20825,1061422,Психология,Искусство,41-45,2019-09-24 19:00:00,2
20826,1061423,Психология,Искусство,45+,2019-09-24 18:30:00,1
20827,1061424,Психология,Искусство,45+,2019-09-24 18:56:00,6
20828,1061425,Психология,Искусство,45+,2019-09-24 18:57:00,2
20829,1061426,Психология,Искусство,45+,2019-09-24 18:58:00,2
20830,1061427,Психология,Искусство,45+,2019-09-24 18:59:00,2
20831,1061428,Психология,Искусство,45+,2019-09-24 19:00:00,1
20832,1061429,Психология,История,18-25,2019-09-24 18:29:00,1
20833,1061430,Психология,История,18-25,2019-09-24 18:30:00,2
20834,1061431,Психология,История,18-25,2019-09-24 18:31:00,1
20835,1061432,Психология,История,18-25,2019-09-24 18:32:00,1
20836,1061433,Психология,История,18-25,2019-09-24 18:33:00,1
20837,1061434,Психология,История,18-25,2019-09-24 18:52:00,1
20838,1061435,Психология,История,18-25,2019-09-24 18:53:00,2
20839,1061436,Психология,История,18-25,2019-09-24 18:54:00,8
20840,1061437,Психология,История,18-25,2019-09-24 18:55:00,15
20841,1061438,Психология,История,18-25,2019-09-24 18:56:00,19
20842,1061439,Психология,История,18-25,2019-09-24 18:57:00,24
20843,1061440,Психология,История,18-25,2019-09-24 18:58:00,25
20844,1061441,Психология,История,18-25,2019-09-24 18:59:00,23
20845,1061442,Психология,История,18-25,2019-09-24 19:00:00,9
20846,1061443,Психология,История,26-30,2019-09-24 18:33:00,1
20847,1061444,Психология,История,26-30,2019-09-24 18:35:00,1
20848,1061445,Психология,История,26-30,2019-09-24 18:55:00,7
20849,1061446,Психология,История,26-30,2019-09-24 18:56:00,5
20850,1061447,Психология,История,26-30,2019-09-24 18:57:00,9
20851,1061448,Психология,История,26-30,2019-09-24 18:58:00,7
20852,1061449,Психология,История,26-30,2019-09-24 18:59:00,12
20853,1061450,Психология,История,26-30,2019-09-24 19:00:00,3
20854,1061451,Психология,История,31-35,2019-09-24 18:31:00,1
20855,1061452,Психология,История,31-35,2019-09-24 18:35:00,1
20856,1061453,Психология,История,31-35,2019-09-24 18:52:00,1
20857,1061454,Психология,История,31-35,2019-09-24 18:53:00,2
20858,1061455,Психология,История,31-35,2019-09-24 18:55:00,3
20859,1061456,Психология,История,31-35,2019-09-24 18:56:00,9
20860,1061457,Психология,История,31-35,2019-09-24 18:57:00,9
